ID,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscribed
30188,-1.8,93.075,-47.1,1.365,yes
30190,-1.8,93.075,-47.1,1.365,yes
30191,-1.8,93.075,-47.1,1.365,no
30194,-1.8,93.075,-47.1,1.365,yes
30201,-1.8,93.075,-47.1,1.365,no
30207,-1.8,93.075,-47.1,1.365,yes
30208,-1.8,93.075,-47.1,1.365,no
30210,-1.8,93.075,-47.1,1.365,yes
30215,-1.8,93.075,-47.1,1.365,yes
30227,-1.8,93.075,-47.1,1.365,no
30228,-1.8,93.075,-47.1,1.365,no
30230,-1.8,93.075,-47.1,1.365,yes
30235,-1.8,93.075,-47.1,1.365,yes
30238,-1.8,93.075,-47.1,1.365,yes
30239,-1.8,93.075,-47.1,1.365,no
30243,-1.8,93.075,-47.1,1.365,yes
30245,-1.8,93.075,-47.1,1.365,no
30247,-1.8,93.075,-47.1,1.365,yes
30249,-1.8,93.075,-47.1,1.365,no
30250,-1.8,93.075,-47.1,1.365,no
30253,-1.8,93.075,-47.1,1.365,yes
30259,-1.8,93.075,-47.1,1.365,no
30265,-1.8,93.075,-47.1,1.365,no
30268,-1.8,93.075,-47.1,1.365,yes
30269,-1.8,93.075,-47.1,1.365,no
30273,-1.8,93.075,-47.1,1.365,yes
30274,-1.8,93.075,-47.1,1.365,yes
30279,-1.8,93.075,-47.1,1.365,no
30283,-1.8,93.075,-47.1,1.365,yes
30287,-1.8,93.075,-47.1,1.365,no
30295,-1.8,93.075,-47.1,1.365,no
30300,-1.8,93.075,-47.1,1.365,no
30301,-1.8,93.075,-47.1,1.365,yes
30307,-1.8,93.075,-47.1,1.365,no
30311,-1.8,93.075,-47.1,1.365,yes
30313,-1.8,93.075,-47.1,1.365,no
30314,-1.8,93.075,-47.1,1.365,yes
30318,-1.8,93.075,-47.1,1.365,no
30323,-1.8,93.075,-47.1,1.365,yes
30327,-1.8,93.075,-47.1,1.365,no
30328,-1.8,93.075,-47.1,1.365,no
30331,-1.8,93.075,-47.1,1.365,no
30332,-1.8,93.075,-47.1,1.365,yes
30334,-1.8,93.075,-47.1,1.365,no
30335,-1.8,93.075,-47.1,1.365,no
30336,-1.8,93.075,-47.1,1.365,yes
30340,-1.8,93.075,-47.1,1.365,no
30344,-1.8,93.075,-47.1,1.365,no
30359,-1.8,93.075,-47.1,1.365,yes
30360,-1.8,93.075,-47.1,1.365,yes
30362,-1.8,93.075,-47.1,1.365,yes
30364,-1.8,93.075,-47.1,1.365,no
30368,-1.8,93.075,-47.1,1.365,yes
30369,-1.8,93.075,-47.1,1.365,no
30370,-1.8,93.075,-47.1,1.365,no
30371,-1.8,93.075,-47.1,1.365,no
30373,-1.8,93.075,-47.1,1.365,no
30374,-1.8,93.075,-47.1,1.365,no
30382,-1.8,93.075,-47.1,1.365,no
30392,-1.8,93.075,-47.1,1.365,no
30395,-1.8,93.075,-47.1,1.365,no
30398,-1.8,93.075,-47.1,1.365,no
30408,-1.8,93.075,-47.1,1.365,yes
30413,-1.8,93.075,-47.1,1.365,yes
30417,-1.8,93.075,-47.1,1.365,yes
30418,-1.8,93.075,-47.1,1.365,yes
30423,-1.8,93.075,-47.1,1.365,no
30434,-1.8,92.893,-46.2,1.354,yes
30438,-1.8,92.893,-46.2,1.354,no
30444,-1.8,92.893,-46.2,1.354,no
30445,-1.8,92.893,-46.2,1.354,no
30448,-1.8,92.893,-46.2,1.354,yes
30450,-1.8,92.893,-46.2,1.354,yes
30451,-1.8,92.893,-46.2,1.354,yes
30453,-1.8,92.893,-46.2,1.354,no
30460,-1.8,92.893,-46.2,1.354,no
30462,-1.8,92.893,-46.2,1.354,yes
30463,-1.8,92.893,-46.2,1.354,yes
30464,-1.8,92.893,-46.2,1.354,yes
30465,-1.8,92.893,-46.2,1.354,no
30467,-1.8,92.893,-46.2,1.354,yes
30472,-1.8,92.893,-46.2,1.354,yes
30473,-1.8,92.893,-46.2,1.354,yes
30479,-1.8,92.893,-46.2,1.354,no
30481,-1.8,92.893,-46.2,1.354,no
30483,-1.8,92.893,-46.2,1.354,no
30486,-1.8,92.893,-46.2,1.354,no
30492,-1.8,92.893,-46.2,1.354,no
30493,-1.8,92.893,-46.2,1.354,yes
30501,-1.8,92.893,-46.2,1.354,yes
30506,-1.8,92.893,-46.2,1.354,no
30509,-1.8,92.893,-46.2,1.354,no
30515,-1.8,92.893,-46.2,1.354,no
30520,-1.8,92.893,-46.2,1.354,no
30523,-1.8,92.893,-46.2,1.354,no
30533,-1.8,92.893,-46.2,1.354,no
30534,-1.8,92.893,-46.2,1.354,no
30535,-1.8,92.893,-46.2,1.354,yes
30537,-1.8,92.893,-46.2,1.354,no
30544,-1.8,92.893,-46.2,1.354,yes
30548,-1.8,92.893,-46.2,1.354,no
30563,-1.8,92.893,-46.2,1.354,no
30566,-1.8,92.893,-46.2,1.354,no
30567,-1.8,92.893,-46.2,1.354,no
30569,-1.8,92.893,-46.2,1.354,no
30577,-1.8,92.893,-46.2,1.354,no
30580,-1.8,92.893,-46.2,1.354,no
30585,-1.8,92.893,-46.2,1.354,yes
30592,-1.8,92.893,-46.2,1.354,no
30594,-1.8,92.893,-46.2,1.354,no
30595,-1.8,92.893,-46.2,1.354,yes
30609,-1.8,92.893,-46.2,1.354,no
30612,-1.8,92.893,-46.2,1.354,no
30614,-1.8,92.893,-46.2,1.354,yes
30616,-1.8,92.893,-46.2,1.354,no
30620,-1.8,92.893,-46.2,1.354,no
30621,-1.8,92.893,-46.2,1.354,yes
30622,-1.8,92.893,-46.2,1.354,no
30626,-1.8,92.893,-46.2,1.354,no
30628,-1.8,92.893,-46.2,1.354,no
30630,-1.8,92.893,-46.2,1.354,no
30638,-1.8,92.893,-46.2,1.354,yes
30642,-1.8,92.893,-46.2,1.354,no
30644,-1.8,92.893,-46.2,1.354,yes
30652,-1.8,92.893,-46.2,1.344,no
30653,-1.8,92.893,-46.2,1.344,no
30654,-1.8,92.893,-46.2,1.344,no
30660,-1.8,92.893,-46.2,1.344,no
30661,-1.8,92.893,-46.2,1.344,no
30662,-1.8,92.893,-46.2,1.344,no
30664,-1.8,92.893,-46.2,1.344,no
30670,-1.8,92.893,-46.2,1.344,no
30672,-1.8,92.893,-46.2,1.344,no
30676,-1.8,92.893,-46.2,1.344,no
30678,-1.8,92.893,-46.2,1.344,no
30679,-1.8,92.893,-46.2,1.344,no
30686,-1.8,92.893,-46.2,1.344,no
30687,-1.8,92.893,-46.2,1.344,no
30688,-1.8,92.893,-46.2,1.344,no
30689,-1.8,92.893,-46.2,1.344,no
30701,-1.8,92.893,-46.2,1.344,no
30703,-1.8,92.893,-46.2,1.344,no
30707,-1.8,92.893,-46.2,1.344,no
30708,-1.8,92.893,-46.2,1.344,no
30709,-1.8,92.893,-46.2,1.344,no
30710,-1.8,92.893,-46.2,1.344,no
30716,-1.8,92.893,-46.2,1.344,no
30721,-1.8,92.893,-46.2,1.344,yes
30724,-1.8,92.893,-46.2,1.344,no
30726,-1.8,92.893,-46.2,1.344,no
30730,-1.8,92.893,-46.2,1.344,no
30735,-1.8,92.893,-46.2,1.344,no
30736,-1.8,92.893,-46.2,1.344,no
30737,-1.8,92.893,-46.2,1.344,no
30738,-1.8,92.893,-46.2,1.344,no
30740,-1.8,92.893,-46.2,1.344,no
30742,-1.8,92.893,-46.2,1.344,no
30744,-1.8,92.893,-46.2,1.344,yes
30746,-1.8,92.893,-46.2,1.344,no
30751,-1.8,92.893,-46.2,1.344,no
30754,-1.8,92.893,-46.2,1.344,no
30762,-1.8,92.893,-46.2,1.344,no
30763,-1.8,92.893,-46.2,1.344,no
30768,-1.8,92.893,-46.2,1.344,no
30777,-1.8,92.893,-46.2,1.344,no
30779,-1.8,92.893,-46.2,1.344,no
30783,-1.8,92.893,-46.2,1.344,no
30792,-1.8,92.893,-46.2,1.344,no
30794,-1.8,92.893,-46.2,1.344,no
30796,-1.8,92.893,-46.2,1.344,no
30799,-1.8,92.893,-46.2,1.344,no
30800,-1.8,92.893,-46.2,1.344,no
30801,-1.8,92.893,-46.2,1.344,no
30804,-1.8,92.893,-46.2,1.344,no
30808,-1.8,92.893,-46.2,1.344,no
30823,-1.8,92.893,-46.2,1.344,no
30825,-1.8,92.893,-46.2,1.344,no
30828,-1.8,92.893,-46.2,1.344,no
30829,-1.8,92.893,-46.2,1.344,no
30835,-1.8,92.893,-46.2,1.344,no
30836,-1.8,92.893,-46.2,1.344,no
30843,-1.8,92.893,-46.2,1.344,yes
30845,-1.8,92.893,-46.2,1.344,no
30847,-1.8,92.893,-46.2,1.344,no
30854,-1.8,92.893,-46.2,1.344,no
30855,-1.8,92.893,-46.2,1.344,no
30857,-1.8,92.893,-46.2,1.344,no
30859,-1.8,92.893,-46.2,1.344,no
30863,-1.8,92.893,-46.2,1.344,no
30866,-1.8,92.893,-46.2,1.344,no
30867,-1.8,92.893,-46.2,1.344,no
30869,-1.8,92.893,-46.2,1.344,no
30870,-1.8,92.893,-46.2,1.344,no
30872,-1.8,92.893,-46.2,1.344,yes
30873,-1.8,92.893,-46.2,1.344,no
30883,-1.8,92.893,-46.2,1.344,no
30892,-1.8,92.893,-46.2,1.344,no
30894,-1.8,92.893,-46.2,1.344,no
30898,-1.8,92.893,-46.2,1.344,no
30901,-1.8,92.893,-46.2,1.344,no
30902,-1.8,92.893,-46.2,1.344,no
30903,-1.8,92.893,-46.2,1.344,no
30904,-1.8,92.893,-46.2,1.344,no
30906,-1.8,92.893,-46.2,1.344,no
30907,-1.8,92.893,-46.2,1.344,no
30908,-1.8,92.893,-46.2,1.344,no
30911,-1.8,92.893,-46.2,1.344,no
30913,-1.8,92.893,-46.2,1.344,no
30914,-1.8,92.893,-46.2,1.344,no
30915,-1.8,92.893,-46.2,1.344,no
30918,-1.8,92.893,-46.2,1.344,no
30919,-1.8,92.893,-46.2,1.344,no
30923,-1.8,92.893,-46.2,1.344,no
30924,-1.8,92.893,-46.2,1.344,no
30926,-1.8,92.893,-46.2,1.344,no
30927,-1.8,92.893,-46.2,1.344,no
30929,-1.8,92.893,-46.2,1.344,no
30937,-1.8,92.893,-46.2,1.344,no
30938,-1.8,92.893,-46.2,1.344,no
30946,-1.8,92.893,-46.2,1.344,no
30947,-1.8,92.893,-46.2,1.344,no
30948,-1.8,92.893,-46.2,1.344,no
30950,-1.8,92.893,-46.2,1.344,no
30952,-1.8,92.893,-46.2,1.344,no
30953,-1.8,92.893,-46.2,1.344,no
30954,-1.8,92.893,-46.2,1.344,no
30960,-1.8,92.893,-46.2,1.344,no
30964,-1.8,92.893,-46.2,1.344,no
30966,-1.8,92.893,-46.2,1.344,no
30970,-1.8,92.893,-46.2,1.344,no
30973,-1.8,92.893,-46.2,1.344,no
30976,-1.8,92.893,-46.2,1.344,no
30977,-1.8,92.893,-46.2,1.344,yes
30978,-1.8,92.893,-46.2,1.344,no
30986,-1.8,92.893,-46.2,1.344,no
30987,-1.8,92.893,-46.2,1.344,no
30988,-1.8,92.893,-46.2,1.344,no
30989,-1.8,92.893,-46.2,1.344,no
30990,-1.8,92.893,-46.2,1.344,no
30991,-1.8,92.893,-46.2,1.344,no
30995,-1.8,92.893,-46.2,1.344,no
30998,-1.8,92.893,-46.2,1.344,no
30999,-1.8,92.893,-46.2,1.344,no
31000,-1.8,92.893,-46.2,1.344,no
31004,-1.8,92.893,-46.2,1.344,no
31005,-1.8,92.893,-46.2,1.344,no
31029,-1.8,92.893,-46.2,1.344,no
31030,-1.8,92.893,-46.2,1.344,no
31032,-1.8,92.893,-46.2,1.344,no
31033,-1.8,92.893,-46.2,1.344,no
31035,-1.8,92.893,-46.2,1.344,no
31040,-1.8,92.893,-46.2,1.334,no
31041,-1.8,92.893,-46.2,1.334,no
31044,-1.8,92.893,-46.2,1.334,no
31045,-1.8,92.893,-46.2,1.334,no
31046,-1.8,92.893,-46.2,1.334,no
31050,-1.8,92.893,-46.2,1.334,no
31053,-1.8,92.893,-46.2,1.334,yes
31057,-1.8,92.893,-46.2,1.334,no
31060,-1.8,92.893,-46.2,1.334,no
31063,-1.8,92.893,-46.2,1.334,no
31065,-1.8,92.893,-46.2,1.334,no
31070,-1.8,92.893,-46.2,1.334,no
31072,-1.8,92.893,-46.2,1.334,yes
31074,-1.8,92.893,-46.2,1.334,no
31075,-1.8,92.893,-46.2,1.334,no
31077,-1.8,92.893,-46.2,1.334,no
31079,-1.8,92.893,-46.2,1.334,no
31080,-1.8,92.893,-46.2,1.334,no
31088,-1.8,92.893,-46.2,1.334,yes
31090,-1.8,92.893,-46.2,1.334,no
31091,-1.8,92.893,-46.2,1.334,no
31093,-1.8,92.893,-46.2,1.334,no
31097,-1.8,92.893,-46.2,1.334,no
31099,-1.8,92.893,-46.2,1.334,no
31100,-1.8,92.893,-46.2,1.334,no
31103,-1.8,92.893,-46.2,1.334,no
31106,-1.8,92.893,-46.2,1.334,no
31110,-1.8,92.893,-46.2,1.334,no
31112,-1.8,92.893,-46.2,1.334,no
31119,-1.8,92.893,-46.2,1.334,no
31121,-1.8,92.893,-46.2,1.334,yes
31125,-1.8,92.893,-46.2,1.334,no
31126,-1.8,92.893,-46.2,1.334,no
31133,-1.8,92.893,-46.2,1.334,no
31134,-1.8,92.893,-46.2,1.334,no
31135,-1.8,92.893,-46.2,1.334,no
31142,-1.8,92.893,-46.2,1.334,no
31143,-1.8,92.893,-46.2,1.334,no
31144,-1.8,92.893,-46.2,1.334,no
31145,-1.8,92.893,-46.2,1.334,no
31146,-1.8,92.893,-46.2,1.334,no
31147,-1.8,92.893,-46.2,1.334,no
31148,-1.8,92.893,-46.2,1.334,no
31150,-1.8,92.893,-46.2,1.334,no
31151,-1.8,92.893,-46.2,1.334,no
31153,-1.8,92.893,-46.2,1.334,no
31159,-1.8,92.893,-46.2,1.334,no
31164,-1.8,92.893,-46.2,1.334,no
31168,-1.8,92.893,-46.2,1.334,no
31170,-1.8,92.893,-46.2,1.334,no
31171,-1.8,92.893,-46.2,1.334,no
31172,-1.8,92.893,-46.2,1.334,no
31176,-1.8,92.893,-46.2,1.334,no
31182,-1.8,92.893,-46.2,1.334,yes
31185,-1.8,92.893,-46.2,1.334,no
31186,-1.8,92.893,-46.2,1.334,no
31187,-1.8,92.893,-46.2,1.334,no
31192,-1.8,92.893,-46.2,1.334,no
31200,-1.8,92.893,-46.2,1.334,no
31204,-1.8,92.893,-46.2,1.334,no
31207,-1.8,92.893,-46.2,1.334,no
31208,-1.8,92.893,-46.2,1.334,no
31211,-1.8,92.893,-46.2,1.334,no
31214,-1.8,92.893,-46.2,1.334,no
31222,-1.8,92.893,-46.2,1.334,no
31223,-1.8,92.893,-46.2,1.334,no
31224,-1.8,92.893,-46.2,1.334,no
31225,-1.8,92.893,-46.2,1.334,no
31227,-1.8,92.893,-46.2,1.334,no
31232,-1.8,92.893,-46.2,1.334,no
31236,-1.8,92.893,-46.2,1.334,no
31238,-1.8,92.893,-46.2,1.334,no
31240,-1.8,92.893,-46.2,1.334,no
31241,-1.8,92.893,-46.2,1.334,yes
31248,-1.8,92.893,-46.2,1.334,no
31251,-1.8,92.893,-46.2,1.334,no
31257,-1.8,92.893,-46.2,1.334,no
31261,-1.8,92.893,-46.2,1.334,no
31262,-1.8,92.893,-46.2,1.334,no
31264,-1.8,92.893,-46.2,1.334,no
31265,-1.8,92.893,-46.2,1.334,no
31268,-1.8,92.893,-46.2,1.334,no
31270,-1.8,92.893,-46.2,1.334,no
31273,-1.8,92.893,-46.2,1.334,yes
31274,-1.8,92.893,-46.2,1.334,no
31282,-1.8,92.893,-46.2,1.334,no
31288,-1.8,92.893,-46.2,1.334,no
31292,-1.8,92.893,-46.2,1.334,yes
31297,-1.8,92.893,-46.2,1.334,no
31302,-1.8,92.893,-46.2,1.334,no
31306,-1.8,92.893,-46.2,1.334,no
31307,-1.8,92.893,-46.2,1.334,yes
31309,-1.8,92.893,-46.2,1.334,no
31315,-1.8,92.893,-46.2,1.334,no
31319,-1.8,92.893,-46.2,1.334,no
31320,-1.8,92.893,-46.2,1.334,no
31321,-1.8,92.893,-46.2,1.334,no
31322,-1.8,92.893,-46.2,1.334,yes
31323,-1.8,92.893,-46.2,1.334,no
31330,-1.8,92.893,-46.2,1.334,no
31331,-1.8,92.893,-46.2,1.334,no
31335,-1.8,92.893,-46.2,1.334,no
31340,-1.8,92.893,-46.2,1.334,no
31342,-1.8,92.893,-46.2,1.334,no
31343,-1.8,92.893,-46.2,1.334,no
31345,-1.8,92.893,-46.2,1.334,no
31347,-1.8,92.893,-46.2,1.334,no
31349,-1.8,92.893,-46.2,1.334,no
31350,-1.8,92.893,-46.2,1.334,no
31351,-1.8,92.893,-46.2,1.334,no
31352,-1.8,92.893,-46.2,1.334,no
31353,-1.8,92.893,-46.2,1.334,no
31355,-1.8,92.893,-46.2,1.334,no
31361,-1.8,92.893,-46.2,1.334,no
31366,-1.8,92.893,-46.2,1.334,no
31368,-1.8,92.893,-46.2,1.334,no
31370,-1.8,92.893,-46.2,1.334,no
31371,-1.8,92.893,-46.2,1.334,no
31372,-1.8,92.893,-46.2,1.334,no
31373,-1.8,92.893,-46.2,1.334,no
31378,-1.8,92.893,-46.2,1.334,no
31380,-1.8,92.893,-46.2,1.334,no
31385,-1.8,92.893,-46.2,1.334,no
31389,-1.8,92.893,-46.2,1.334,no
31391,-1.8,92.893,-46.2,1.334,no
31392,-1.8,92.893,-46.2,1.334,no
31393,-1.8,92.893,-46.2,1.334,no
31399,-1.8,92.893,-46.2,1.334,no
31401,-1.8,92.893,-46.2,1.334,no
31403,-1.8,92.893,-46.2,1.334,no
31409,-1.8,92.893,-46.2,1.334,no
31410,-1.8,92.893,-46.2,1.334,no
31411,-1.8,92.893,-46.2,1.334,no
31413,-1.8,92.893,-46.2,1.334,no
31415,-1.8,92.893,-46.2,1.334,no
31416,-1.8,92.893,-46.2,1.334,no
31418,-1.8,92.893,-46.2,1.334,no
31422,-1.8,92.893,-46.2,1.334,no
31423,-1.8,92.893,-46.2,1.334,no
31427,-1.8,92.893,-46.2,1.334,no
31429,-1.8,92.893,-46.2,1.334,no
31435,-1.8,92.893,-46.2,1.334,no
31436,-1.8,92.893,-46.2,1.334,yes
31437,-1.8,92.893,-46.2,1.334,no
31438,-1.8,92.893,-46.2,1.334,no
31439,-1.8,92.893,-46.2,1.334,no
31447,-1.8,92.893,-46.2,1.334,no
31448,-1.8,92.893,-46.2,1.334,no
31449,-1.8,92.893,-46.2,1.334,no
31450,-1.8,92.893,-46.2,1.334,no
31451,-1.8,92.893,-46.2,1.334,no
31452,-1.8,92.893,-46.2,1.334,no
31460,-1.8,92.893,-46.2,1.334,no
31461,-1.8,92.893,-46.2,1.334,no
31462,-1.8,92.893,-46.2,1.334,no
31464,-1.8,92.893,-46.2,1.334,no
31466,-1.8,92.893,-46.2,1.334,no
31467,-1.8,92.893,-46.2,1.334,yes
31470,-1.8,92.893,-46.2,1.334,no
31471,-1.8,92.893,-46.2,1.334,no
31476,-1.8,92.893,-46.2,1.334,no
31479,-1.8,92.893,-46.2,1.334,no
31480,-1.8,92.893,-46.2,1.334,no
31482,-1.8,92.893,-46.2,1.334,no
31484,-1.8,92.893,-46.2,1.334,no
31487,-1.8,92.893,-46.2,1.334,no
31489,-1.8,92.893,-46.2,1.334,no
31490,-1.8,92.893,-46.2,1.334,no
31491,-1.8,92.893,-46.2,1.334,no
31493,-1.8,92.893,-46.2,1.334,no
31503,-1.8,92.893,-46.2,1.334,yes
31505,-1.8,92.893,-46.2,1.334,no
31506,-1.8,92.893,-46.2,1.334,no
31508,-1.8,92.893,-46.2,1.334,no
31511,-1.8,92.893,-46.2,1.334,no
31516,-1.8,92.893,-46.2,1.334,no
31519,-1.8,92.893,-46.2,1.334,no
31522,-1.8,92.893,-46.2,1.327,no
31526,-1.8,92.893,-46.2,1.327,no
31540,-1.8,92.893,-46.2,1.327,no
31541,-1.8,92.893,-46.2,1.327,no
31544,-1.8,92.893,-46.2,1.327,no
31547,-1.8,92.893,-46.2,1.327,no
31549,-1.8,92.893,-46.2,1.327,no
31555,-1.8,92.893,-46.2,1.327,no
31557,-1.8,92.893,-46.2,1.327,no
31562,-1.8,92.893,-46.2,1.327,no
31564,-1.8,92.893,-46.2,1.327,no
31568,-1.8,92.893,-46.2,1.327,no
31569,-1.8,92.893,-46.2,1.327,no
31576,-1.8,92.893,-46.2,1.327,no
31581,-1.8,92.893,-46.2,1.327,no
31584,-1.8,92.893,-46.2,1.327,no
31587,-1.8,92.893,-46.2,1.327,no
31588,-1.8,92.893,-46.2,1.327,no
31590,-1.8,92.893,-46.2,1.327,yes
31593,-1.8,92.893,-46.2,1.327,no
31594,-1.8,92.893,-46.2,1.327,no
31595,-1.8,92.893,-46.2,1.327,no
31605,-1.8,92.893,-46.2,1.327,no
31611,-1.8,92.893,-46.2,1.327,no
31614,-1.8,92.893,-46.2,1.327,no
31619,-1.8,92.893,-46.2,1.327,no
31620,-1.8,92.893,-46.2,1.327,no
31622,-1.8,92.893,-46.2,1.327,no
31623,-1.8,92.893,-46.2,1.327,no
31626,-1.8,92.893,-46.2,1.327,no
31630,-1.8,92.893,-46.2,1.327,no
31638,-1.8,92.893,-46.2,1.327,no
31639,-1.8,92.893,-46.2,1.327,no
31640,-1.8,92.893,-46.2,1.327,no
31641,-1.8,92.893,-46.2,1.327,no
31642,-1.8,92.893,-46.2,1.327,no
31643,-1.8,92.893,-46.2,1.327,no
31646,-1.8,92.893,-46.2,1.327,no
31649,-1.8,92.893,-46.2,1.327,no
31650,-1.8,92.893,-46.2,1.327,no
31651,-1.8,92.893,-46.2,1.327,no
31655,-1.8,92.893,-46.2,1.327,no
31657,-1.8,92.893,-46.2,1.327,yes
31659,-1.8,92.893,-46.2,1.327,no
31663,-1.8,92.893,-46.2,1.327,no
31665,-1.8,92.893,-46.2,1.327,yes
31668,-1.8,92.893,-46.2,1.327,no
31669,-1.8,92.893,-46.2,1.327,no
31671,-1.8,92.893,-46.2,1.327,no
31679,-1.8,92.893,-46.2,1.327,no
31680,-1.8,92.893,-46.2,1.327,no
31682,-1.8,92.893,-46.2,1.327,no
31685,-1.8,92.893,-46.2,1.327,no
31689,-1.8,92.893,-46.2,1.327,no
31691,-1.8,92.893,-46.2,1.327,no
31693,-1.8,92.893,-46.2,1.327,no
31698,-1.8,92.893,-46.2,1.327,no
31700,-1.8,92.893,-46.2,1.327,yes
31704,-1.8,92.893,-46.2,1.327,no
31707,-1.8,92.893,-46.2,1.327,no
31713,-1.8,92.893,-46.2,1.327,no
31718,-1.8,92.893,-46.2,1.327,no
31722,-1.8,92.893,-46.2,1.327,no
31725,-1.8,92.893,-46.2,1.327,no
31729,-1.8,92.893,-46.2,1.327,no
31733,-1.8,92.893,-46.2,1.327,no
31740,-1.8,92.893,-46.2,1.327,no
31741,-1.8,92.893,-46.2,1.327,no
31743,-1.8,92.893,-46.2,1.327,no
31746,-1.8,92.893,-46.2,1.327,no
31749,-1.8,92.893,-46.2,1.327,no
31750,-1.8,92.893,-46.2,1.327,no
31753,-1.8,92.893,-46.2,1.327,no
31755,-1.8,92.893,-46.2,1.327,no
31756,-1.8,92.893,-46.2,1.327,no
31758,-1.8,92.893,-46.2,1.327,no
31760,-1.8,92.893,-46.2,1.327,no
31761,-1.8,92.893,-46.2,1.327,no
31762,-1.8,92.893,-46.2,1.327,no
31764,-1.8,92.893,-46.2,1.327,no
31769,-1.8,92.893,-46.2,1.327,no
31770,-1.8,92.893,-46.2,1.327,no
31779,-1.8,92.893,-46.2,1.327,no
31780,-1.8,92.893,-46.2,1.327,no
31797,-1.8,92.893,-46.2,1.327,no
31798,-1.8,92.893,-46.2,1.327,no
31803,-1.8,92.893,-46.2,1.327,no
31810,-1.8,92.893,-46.2,1.327,no
31811,-1.8,92.893,-46.2,1.327,no
31812,-1.8,92.893,-46.2,1.327,no
31814,-1.8,92.893,-46.2,1.327,no
31818,-1.8,92.893,-46.2,1.327,no
31822,-1.8,92.893,-46.2,1.327,no
31824,-1.8,92.893,-46.2,1.327,no
31826,-1.8,92.893,-46.2,1.327,no
31827,-1.8,92.893,-46.2,1.327,no
31828,-1.8,92.893,-46.2,1.327,no
31830,-1.8,92.893,-46.2,1.327,no
31833,-1.8,92.893,-46.2,1.327,no
31837,-1.8,92.893,-46.2,1.327,no
31840,-1.8,92.893,-46.2,1.327,no
31844,-1.8,92.893,-46.2,1.327,no
31846,-1.8,92.893,-46.2,1.327,no
31849,-1.8,92.893,-46.2,1.327,no
31853,-1.8,92.893,-46.2,1.327,no
31856,-1.8,92.893,-46.2,1.327,no
31857,-1.8,92.893,-46.2,1.327,no
31861,-1.8,92.893,-46.2,1.327,no
31866,-1.8,92.893,-46.2,1.327,no
31867,-1.8,92.893,-46.2,1.327,yes
31868,-1.8,92.893,-46.2,1.327,no
31869,-1.8,92.893,-46.2,1.327,no
31870,-1.8,92.893,-46.2,1.327,yes
31871,-1.8,92.893,-46.2,1.327,no
31872,-1.8,92.893,-46.2,1.327,no
31873,-1.8,92.893,-46.2,1.327,no
31874,-1.8,92.893,-46.2,1.327,no
31875,-1.8,92.893,-46.2,1.327,yes
31876,-1.8,92.893,-46.2,1.327,no
31879,-1.8,92.893,-46.2,1.327,no
31888,-1.8,92.893,-46.2,1.327,no
31890,-1.8,92.893,-46.2,1.327,no
31892,-1.8,92.893,-46.2,1.327,no
31893,-1.8,92.893,-46.2,1.327,no
31894,-1.8,92.893,-46.2,1.327,no
31895,-1.8,92.893,-46.2,1.327,no
31900,-1.8,92.893,-46.2,1.327,no
31901,-1.8,92.893,-46.2,1.327,no
31902,-1.8,92.893,-46.2,1.327,no
31903,-1.8,92.893,-46.2,1.327,no
31905,-1.8,92.893,-46.2,1.327,no
31909,-1.8,92.893,-46.2,1.327,no
31912,-1.8,92.893,-46.2,1.327,no
31917,-1.8,92.893,-46.2,1.327,no
31920,-1.8,92.893,-46.2,1.327,no
31922,-1.8,92.893,-46.2,1.327,no
31933,-1.8,92.893,-46.2,1.327,no
31942,-1.8,92.893,-46.2,1.327,no
31943,-1.8,92.893,-46.2,1.327,no
31945,-1.8,92.893,-46.2,1.327,no
31948,-1.8,92.893,-46.2,1.327,no
31949,-1.8,92.893,-46.2,1.327,no
31953,-1.8,92.893,-46.2,1.327,no
31954,-1.8,92.893,-46.2,1.327,no
31955,-1.8,92.893,-46.2,1.327,no
31959,-1.8,92.893,-46.2,1.327,no
31960,-1.8,92.893,-46.2,1.327,no
31961,-1.8,92.893,-46.2,1.327,no
31963,-1.8,92.893,-46.2,1.327,no
31965,-1.8,92.893,-46.2,1.327,no
31971,-1.8,92.893,-46.2,1.327,no
31978,-1.8,92.893,-46.2,1.327,no
31982,-1.8,92.893,-46.2,1.327,no
31986,-1.8,92.893,-46.2,1.327,no
31987,-1.8,92.893,-46.2,1.327,no
31990,-1.8,92.893,-46.2,1.327,no
31991,-1.8,92.893,-46.2,1.327,no
31996,-1.8,92.893,-46.2,1.327,no
31997,-1.8,92.893,-46.2,1.327,yes
31999,-1.8,92.893,-46.2,1.327,no
32000,-1.8,92.893,-46.2,1.327,no
32001,-1.8,92.893,-46.2,1.327,no
32006,-1.8,92.893,-46.2,1.327,no
32008,-1.8,92.893,-46.2,1.327,no
32016,-1.8,92.893,-46.2,1.327,no
32018,-1.8,92.893,-46.2,1.327,no
32023,-1.8,92.893,-46.2,1.327,no
32029,-1.8,92.893,-46.2,1.327,yes
32035,-1.8,92.893,-46.2,1.327,no
32040,-1.8,92.893,-46.2,1.327,no
32052,-1.8,92.893,-46.2,1.327,no
32058,-1.8,92.893,-46.2,1.327,no
32059,-1.8,92.893,-46.2,1.327,no
32062,-1.8,92.893,-46.2,1.3130000000000002,no
32066,-1.8,92.893,-46.2,1.3130000000000002,no
