ID,age,job,marital,education,default,housing,loan,previous
29013,32,blue-collar,married,basic.9y,no,no,no,1
29014,42,blue-collar,married,basic.4y,,no,no,1
29017,34,admin.,single,high.school,no,yes,no,1
29018,40,blue-collar,single,basic.6y,,no,no,1
29021,34,technician,married,professional.course,no,no,no,1
29024,44,blue-collar,married,high.school,no,yes,no,1
29025,55,management,married,university.degree,no,no,no,1
29032,24,technician,divorced,professional.course,no,yes,no,1
29036,24,technician,divorced,professional.course,no,no,no,1
29038,34,unemployed,married,basic.9y,,yes,no,1
29039,45,management,married,university.degree,no,yes,yes,2
29040,34,unemployed,married,basic.9y,,no,no,1
29041,38,technician,single,high.school,no,no,no,1
29043,43,blue-collar,married,high.school,no,no,no,1
29046,29,admin.,married,university.degree,no,,,1
29047,41,blue-collar,married,professional.course,,yes,no,1
29048,47,management,married,high.school,no,,,1
29049,47,management,married,high.school,no,no,yes,1
29050,30,technician,single,high.school,no,yes,no,1
29051,44,blue-collar,married,basic.9y,,yes,no,1
29054,46,admin.,married,professional.course,no,no,no,1
29056,34,technician,married,university.degree,no,no,no,1
29059,43,blue-collar,married,high.school,,,,1
29060,32,admin.,married,high.school,no,yes,yes,1
29065,34,services,single,high.school,no,no,no,2
29077,48,blue-collar,married,basic.6y,,no,no,1
29081,39,admin.,married,university.degree,no,yes,no,1
29096,55,services,married,high.school,,yes,no,1
29097,38,technician,married,professional.course,,no,no,2
29099,37,services,married,high.school,no,no,yes,1
29100,32,blue-collar,married,basic.9y,no,no,no,1
29102,53,blue-collar,married,basic.9y,no,no,yes,1
29107,28,technician,single,university.degree,no,yes,no,1
29108,41,blue-collar,married,basic.4y,,yes,no,1
29109,37,admin.,married,high.school,no,yes,yes,1
29113,30,self-employed,married,university.degree,no,no,yes,1
29116,33,technician,married,professional.course,no,no,yes,1
29117,26,technician,single,professional.course,no,yes,no,1
29118,39,services,divorced,basic.6y,no,no,no,1
29125,33,admin.,single,high.school,no,yes,no,2
29126,41,blue-collar,married,basic.9y,no,no,no,1
29131,36,admin.,single,professional.course,no,no,no,1
29142,31,unemployed,single,basic.9y,no,yes,no,1
29144,34,admin.,married,high.school,no,yes,no,2
29147,40,technician,single,professional.course,no,yes,no,1
29154,34,blue-collar,married,basic.9y,no,yes,no,1
29155,55,retired,married,high.school,no,no,no,1
29156,34,blue-collar,married,basic.9y,no,yes,no,1
29160,43,blue-collar,married,basic.6y,no,yes,no,1
29162,35,services,married,high.school,no,no,no,1
29166,45,services,single,,no,no,no,1
29174,41,blue-collar,married,,,no,no,1
29177,27,admin.,single,university.degree,no,yes,no,1
29178,42,admin.,divorced,university.degree,no,yes,no,1
29179,39,admin.,married,university.degree,no,,,1
29180,38,unemployed,divorced,high.school,no,yes,yes,1
29183,37,management,divorced,professional.course,no,yes,no,1
29184,37,admin.,married,high.school,no,no,yes,1
29185,42,services,married,high.school,no,yes,yes,1
29194,42,blue-collar,single,,no,yes,no,1
29199,41,unemployed,married,basic.9y,,no,no,1
29201,29,blue-collar,single,basic.9y,,no,no,2
29204,40,admin.,married,high.school,no,yes,no,1
29211,45,blue-collar,married,basic.9y,no,no,no,1
29217,29,student,single,professional.course,no,yes,no,1
29219,41,blue-collar,married,basic.6y,no,no,no,1
29221,44,management,married,professional.course,no,no,no,1
29222,34,housemaid,divorced,university.degree,no,,,1
29234,43,blue-collar,married,basic.9y,no,no,yes,1
29235,48,admin.,married,basic.4y,no,yes,no,2
29236,41,blue-collar,married,basic.4y,,yes,no,1
29240,45,housemaid,married,university.degree,no,yes,no,1
29241,49,services,divorced,high.school,no,no,no,1
29244,47,management,married,professional.course,no,yes,no,1
29246,29,services,single,high.school,no,no,no,1
29253,47,technician,divorced,university.degree,no,no,yes,1
29268,37,admin.,married,high.school,no,yes,no,1
29269,36,admin.,divorced,high.school,no,yes,no,1
29270,36,entrepreneur,married,basic.9y,no,yes,no,1
29273,57,retired,married,basic.6y,,no,no,1
29274,51,blue-collar,married,basic.9y,,no,no,1
29278,37,services,married,high.school,no,no,no,1
29285,44,services,single,high.school,no,no,no,1
29288,40,blue-collar,single,basic.6y,,yes,no,1
29291,31,entrepreneur,married,university.degree,,yes,no,1
29294,24,services,single,high.school,no,no,yes,1
29295,47,admin.,married,basic.9y,no,yes,yes,1
29303,30,student,single,professional.course,no,no,yes,1
29304,45,blue-collar,married,,no,yes,no,1
29306,35,admin.,single,high.school,no,no,no,2
29309,33,admin.,single,university.degree,no,no,no,1
29311,38,admin.,single,high.school,no,yes,no,1
29314,35,admin.,single,university.degree,no,yes,no,1
29315,38,blue-collar,married,basic.9y,,no,yes,2
29319,36,blue-collar,married,basic.9y,no,yes,no,1
29320,46,blue-collar,single,basic.4y,no,,,1
29324,55,retired,married,high.school,,yes,no,1
29331,32,blue-collar,single,high.school,no,no,no,1
29337,27,unemployed,single,basic.9y,no,no,no,1
29338,40,services,married,high.school,no,no,no,1
29342,46,management,married,university.degree,,no,no,1
29348,38,technician,divorced,high.school,no,no,no,1
29351,35,blue-collar,married,professional.course,no,no,no,1
29353,40,admin.,single,high.school,no,yes,no,1
29355,41,blue-collar,married,,,yes,no,1
29359,42,services,divorced,,no,no,no,1
29360,22,admin.,married,high.school,no,no,yes,1
29362,44,blue-collar,single,basic.9y,,yes,no,2
29363,39,management,single,university.degree,no,no,no,1
29369,42,services,single,high.school,no,no,no,1
29375,41,blue-collar,married,basic.4y,no,no,no,1
29380,36,blue-collar,married,basic.6y,no,no,no,1
29381,34,technician,divorced,professional.course,no,yes,yes,1
29386,36,services,married,high.school,no,no,no,1
29387,39,admin.,married,university.degree,no,no,yes,1
29391,37,blue-collar,married,high.school,no,yes,no,1
29396,38,services,married,high.school,no,no,no,1
29404,32,technician,married,professional.course,no,no,no,1
29406,45,services,married,high.school,,yes,no,1
29419,40,blue-collar,married,basic.6y,,yes,no,1
29425,45,services,married,high.school,,yes,no,1
29431,46,entrepreneur,single,university.degree,no,yes,yes,1
29442,36,blue-collar,single,professional.course,,yes,yes,1
29446,42,admin.,married,basic.9y,no,no,no,1
29454,35,blue-collar,married,basic.9y,no,no,no,1
29458,46,entrepreneur,single,university.degree,no,no,no,1
29459,47,technician,married,high.school,,no,no,1
29460,29,services,single,high.school,no,no,no,1
29463,35,admin.,divorced,high.school,no,,,1
29467,35,blue-collar,married,high.school,,no,no,1
29471,35,technician,married,university.degree,no,yes,no,1
29476,43,technician,divorced,professional.course,,no,no,1
29486,30,student,single,high.school,no,yes,no,1
29488,37,blue-collar,single,professional.course,no,yes,no,1
29491,48,services,divorced,high.school,no,yes,no,1
29494,38,admin.,single,university.degree,no,yes,no,1
29498,73,retired,married,basic.4y,no,yes,no,1
29503,56,retired,divorced,university.degree,no,yes,no,1
29510,43,admin.,single,university.degree,no,yes,no,1
29516,41,services,married,high.school,no,no,no,1
29517,36,services,single,high.school,no,yes,no,1
29522,35,admin.,single,basic.9y,no,yes,no,1
29526,34,blue-collar,married,basic.9y,,no,yes,1
29542,52,admin.,divorced,basic.9y,no,yes,yes,1
29548,40,services,married,high.school,no,yes,no,1
29550,38,blue-collar,divorced,basic.6y,no,yes,yes,1
29553,32,admin.,married,high.school,no,yes,yes,2
29556,36,management,married,university.degree,no,yes,yes,1
29561,36,management,married,university.degree,no,no,no,1
29565,34,blue-collar,single,basic.9y,,yes,no,1
29567,40,technician,single,professional.course,no,yes,no,1
29572,33,blue-collar,married,basic.9y,,yes,no,1
29574,38,management,divorced,university.degree,no,no,yes,1
29576,37,services,divorced,high.school,,yes,yes,1
29584,35,admin.,single,university.degree,no,,,1
29585,49,unemployed,married,basic.6y,,no,no,1
29586,38,management,divorced,university.degree,no,no,no,1
29587,57,entrepreneur,single,university.degree,no,yes,yes,1
29590,31,management,single,university.degree,no,yes,no,1
29591,46,admin.,married,high.school,,no,no,2
29592,34,admin.,divorced,university.degree,no,no,yes,1
29594,30,blue-collar,married,basic.4y,no,no,no,1
29595,44,blue-collar,married,basic.4y,no,no,no,1
29599,38,blue-collar,married,professional.course,no,no,yes,1
29604,32,technician,single,professional.course,no,no,no,1
29605,32,technician,single,professional.course,no,no,no,1
29606,43,management,married,university.degree,no,no,no,1
29607,52,services,married,basic.6y,no,no,yes,2
29608,56,self-employed,married,university.degree,no,no,no,1
29611,43,management,married,university.degree,no,no,yes,1
29615,47,admin.,divorced,university.degree,no,yes,no,1
29617,34,blue-collar,married,basic.9y,no,yes,no,1
29622,48,services,divorced,high.school,no,yes,yes,1
29628,56,self-employed,married,university.degree,no,yes,no,1
29635,31,technician,single,professional.course,no,yes,no,1
29637,46,services,married,high.school,no,no,no,1
29644,43,management,married,university.degree,no,yes,no,1
29647,45,blue-collar,married,basic.6y,no,no,no,1
29656,31,admin.,single,university.degree,no,yes,no,1
29664,40,management,married,university.degree,no,yes,no,1
29666,44,blue-collar,married,basic.4y,no,,,1
29667,29,blue-collar,married,basic.9y,,no,no,1
29670,46,services,married,high.school,no,no,no,1
29672,49,entrepreneur,married,university.degree,no,yes,no,1
29673,52,services,married,basic.6y,no,no,no,1
29674,48,services,divorced,high.school,no,no,no,1
29675,33,blue-collar,married,high.school,no,no,no,2
29687,47,technician,married,high.school,,no,no,1
29690,52,admin.,married,university.degree,no,yes,no,1
29694,30,admin.,single,high.school,no,yes,no,1
29695,33,blue-collar,married,basic.9y,no,yes,no,2
29698,33,technician,married,high.school,no,no,no,1
29702,45,blue-collar,married,basic.6y,no,yes,no,1
29707,19,student,single,,no,yes,no,1
29710,35,admin.,married,university.degree,no,yes,no,1
29712,52,admin.,divorced,basic.9y,no,yes,yes,1
29715,45,technician,married,high.school,no,yes,no,1
29716,33,technician,divorced,professional.course,no,yes,no,1
29721,34,blue-collar,married,high.school,no,yes,no,1
29724,45,blue-collar,married,basic.9y,no,yes,no,1
29725,55,admin.,married,university.degree,no,yes,no,1
29729,33,housemaid,single,high.school,,yes,yes,1
29734,41,blue-collar,married,high.school,no,yes,no,1
29736,53,management,divorced,university.degree,,yes,no,1
29737,57,services,married,high.school,no,yes,no,1
29743,50,admin.,married,high.school,no,no,no,1
29752,39,management,married,university.degree,no,yes,no,1
29753,43,management,married,university.degree,no,yes,no,1
29759,36,technician,married,basic.9y,no,yes,no,1
29765,54,technician,married,high.school,no,no,no,2
29774,48,services,divorced,high.school,no,,,1
29775,23,student,single,university.degree,no,,,1
29779,39,technician,single,university.degree,no,yes,yes,1
29780,53,management,divorced,university.degree,,no,no,1
29783,44,blue-collar,divorced,basic.4y,,yes,yes,2
29787,41,technician,married,professional.course,no,yes,yes,1
29788,32,technician,single,professional.course,no,yes,yes,1
29789,43,management,married,university.degree,no,no,no,1
29794,41,admin.,married,high.school,no,no,yes,1
29796,40,blue-collar,married,basic.4y,no,yes,yes,1
29797,41,admin.,married,professional.course,no,yes,yes,1
29799,39,admin.,single,university.degree,no,yes,no,1
29802,50,management,married,university.degree,no,yes,yes,1
29805,40,blue-collar,married,basic.4y,no,no,no,1
29810,21,student,single,high.school,no,no,no,1
29813,27,technician,single,university.degree,no,no,yes,1
29814,31,services,single,high.school,no,yes,yes,1
29816,37,blue-collar,married,basic.4y,,no,yes,1
29821,25,admin.,married,university.degree,no,yes,no,1
29825,47,technician,married,basic.9y,no,yes,no,1
29827,37,blue-collar,married,basic.4y,,yes,yes,1
29828,31,admin.,single,university.degree,no,yes,yes,1
29832,36,blue-collar,single,professional.course,,no,no,1
29834,34,admin.,single,university.degree,no,yes,no,1
29835,37,admin.,married,basic.9y,no,yes,no,1
29838,46,services,divorced,high.school,,yes,no,1
29841,46,services,married,high.school,,no,no,1
29855,50,blue-collar,married,basic.9y,no,yes,no,1
29862,57,self-employed,married,basic.4y,no,yes,no,1
29871,24,technician,single,professional.course,no,yes,no,1
29874,29,admin.,single,high.school,no,yes,no,1
29879,35,services,married,basic.9y,no,yes,no,2
29881,43,technician,divorced,professional.course,,yes,no,1
29885,40,admin.,single,university.degree,no,no,no,1
29886,43,blue-collar,married,basic.6y,no,no,no,1
29888,44,blue-collar,divorced,basic.4y,,yes,no,1
29890,36,technician,married,basic.6y,no,no,no,1
29891,60,blue-collar,married,basic.4y,,no,no,1
29892,24,admin.,married,professional.course,no,yes,no,1
29896,42,admin.,divorced,high.school,no,no,no,1
29899,34,blue-collar,single,basic.9y,,no,no,1
29901,38,entrepreneur,married,basic.9y,no,yes,no,1
29902,49,admin.,married,university.degree,no,yes,no,1
29906,37,services,single,professional.course,no,yes,no,1
29916,37,blue-collar,single,professional.course,no,yes,no,1
29918,60,retired,married,basic.6y,no,yes,no,1
29928,33,blue-collar,married,basic.9y,,no,yes,1
29930,39,admin.,married,university.degree,no,no,no,2
29939,40,technician,single,professional.course,no,yes,no,1
29944,27,management,single,university.degree,no,yes,yes,1
29945,34,blue-collar,married,basic.9y,no,no,no,1
29953,54,technician,married,high.school,no,yes,no,1
29954,32,services,married,high.school,no,yes,yes,1
29958,42,blue-collar,married,high.school,no,no,yes,1
29964,36,admin.,married,university.degree,no,yes,no,1
29981,75,retired,married,basic.4y,no,no,no,1
29991,66,retired,married,basic.4y,no,yes,no,1
30000,75,retired,married,basic.4y,no,no,no,1
30001,53,admin.,married,university.degree,no,yes,no,1
30012,46,admin.,married,university.degree,no,yes,no,1
30023,23,admin.,single,university.degree,no,no,no,1
30025,29,admin.,single,high.school,no,no,yes,1
30027,64,retired,married,basic.4y,no,yes,no,2
30033,55,admin.,married,high.school,no,no,yes,1
30037,50,technician,divorced,basic.9y,no,yes,no,1
30038,25,admin.,single,high.school,no,yes,no,1
30039,61,retired,married,basic.4y,no,yes,no,1
30075,30,technician,single,university.degree,no,yes,no,1
30079,80,blue-collar,married,high.school,no,no,no,3
30082,27,student,single,university.degree,no,no,no,1
30083,38,technician,single,university.degree,no,no,no,1
30098,55,services,divorced,professional.course,no,no,no,1
30120,33,admin.,single,high.school,no,yes,no,1
30123,69,retired,married,high.school,no,yes,no,1
30136,58,retired,married,basic.4y,no,yes,no,1
30138,60,retired,divorced,professional.course,no,yes,no,2
30139,31,technician,single,university.degree,no,yes,no,1
30140,39,technician,married,professional.course,no,yes,no,1
30149,53,admin.,single,university.degree,no,no,no,1
30153,35,services,married,high.school,no,yes,no,1
30157,60,admin.,married,high.school,no,,,1
30159,51,services,married,basic.6y,no,no,no,1
30161,60,admin.,married,high.school,no,no,no,1
30162,48,entrepreneur,married,university.degree,no,yes,no,1
30171,77,retired,divorced,basic.4y,no,no,no,1
30175,53,management,divorced,university.degree,no,yes,no,1
30184,31,admin.,single,high.school,no,no,no,1
30187,31,admin.,single,high.school,no,no,no,1
30188,45,admin.,single,high.school,no,yes,no,1
30190,30,management,married,university.degree,no,yes,no,1
30191,38,technician,married,professional.course,no,yes,no,1
30194,48,entrepreneur,married,university.degree,no,no,no,1
30201,54,housemaid,married,high.school,no,yes,yes,1
30207,36,technician,single,professional.course,no,yes,no,2
30208,32,admin.,married,university.degree,no,yes,no,1
30210,33,services,married,high.school,no,yes,no,2
30215,59,retired,married,basic.4y,no,yes,no,1
30227,71,self-employed,married,university.degree,no,yes,no,1
30228,35,admin.,single,university.degree,no,yes,yes,1
30230,35,technician,married,professional.course,no,no,no,1
30235,51,technician,married,professional.course,no,yes,yes,2
30238,51,technician,married,professional.course,no,yes,no,1
30239,27,admin.,single,university.degree,no,yes,no,1
30243,36,technician,married,professional.course,no,yes,yes,2
30245,47,admin.,married,university.degree,no,yes,no,1
30247,39,technician,married,professional.course,no,no,no,1
30249,25,technician,single,professional.course,no,yes,yes,1
30250,40,services,married,high.school,no,yes,no,1
30253,48,technician,divorced,high.school,no,yes,no,1
30259,56,entrepreneur,married,university.degree,no,no,no,1
30265,56,entrepreneur,married,university.degree,no,no,no,1
30268,30,admin.,married,university.degree,no,yes,no,1
30269,37,self-employed,single,university.degree,no,yes,no,1
30273,51,technician,married,university.degree,no,yes,no,1
30274,28,blue-collar,single,basic.9y,no,yes,no,1
30279,49,unemployed,married,university.degree,no,no,no,1
30283,56,entrepreneur,married,university.degree,no,no,no,1
30287,42,technician,married,professional.course,no,no,no,1
30295,63,retired,married,high.school,no,no,no,1
30300,28,admin.,single,university.degree,no,yes,yes,1
30301,48,technician,married,professional.course,no,yes,yes,1
30307,37,admin.,married,high.school,no,yes,no,1
30311,48,unemployed,single,basic.9y,no,yes,no,1
30313,48,unemployed,single,basic.9y,no,yes,no,1
30314,36,admin.,married,university.degree,no,yes,no,1
30318,29,technician,single,professional.course,no,no,no,1
30323,60,admin.,married,professional.course,no,yes,no,1
30327,48,entrepreneur,married,university.degree,no,no,no,2
30328,57,retired,married,university.degree,no,no,no,1
30331,54,management,married,university.degree,no,no,no,1
30332,40,technician,married,professional.course,no,yes,no,1
30334,73,retired,married,university.degree,no,yes,no,1
30335,71,retired,divorced,basic.4y,no,no,yes,1
30336,28,admin.,married,university.degree,no,no,no,2
30340,58,retired,divorced,university.degree,no,no,no,1
30344,47,admin.,married,university.degree,no,yes,yes,1
30359,36,admin.,married,university.degree,no,yes,no,1
30360,58,retired,married,basic.4y,no,no,no,1
30362,41,technician,divorced,professional.course,no,no,no,1
30364,28,student,single,high.school,no,yes,no,1
30368,49,management,married,university.degree,no,yes,no,1
30369,29,management,single,high.school,no,yes,no,1
30370,59,admin.,married,high.school,no,yes,no,1
30371,33,admin.,married,high.school,no,no,no,1
30373,40,services,married,basic.9y,no,yes,no,1
30374,28,admin.,married,university.degree,no,no,no,1
30382,38,retired,divorced,basic.9y,,yes,no,1
30392,25,student,single,university.degree,no,yes,no,1
30395,34,technician,married,university.degree,no,yes,no,1
30398,32,blue-collar,married,professional.course,,yes,no,1
30408,60,unemployed,married,high.school,no,yes,no,1
30413,64,admin.,married,university.degree,no,no,yes,1
30417,30,admin.,single,university.degree,no,yes,no,1
30418,40,self-employed,single,university.degree,,yes,yes,1
30423,57,retired,married,university.degree,no,yes,no,1
30434,35,blue-collar,single,basic.9y,no,yes,no,1
30438,46,technician,married,high.school,no,no,no,1
30444,30,admin.,single,university.degree,no,yes,no,1
30445,35,admin.,single,high.school,no,yes,yes,1
30448,35,services,married,basic.6y,no,no,no,2
30450,60,blue-collar,married,basic.9y,no,yes,no,1
30451,36,management,married,university.degree,no,yes,no,1
30453,31,admin.,divorced,university.degree,no,no,no,1
30460,81,retired,married,basic.9y,no,no,no,1
30462,41,technician,married,,no,yes,yes,2
30463,30,unemployed,married,high.school,no,no,no,1
30464,39,admin.,married,high.school,no,yes,no,1
30465,35,services,married,basic.6y,no,yes,no,1
30467,65,management,married,university.degree,no,no,no,1
30472,50,blue-collar,married,basic.6y,no,yes,no,1
30473,35,services,married,basic.6y,no,no,no,1
30479,43,entrepreneur,married,basic.6y,no,yes,no,1
30481,30,services,single,high.school,no,yes,yes,1
30483,27,student,single,high.school,no,no,no,1
30486,66,management,married,university.degree,no,no,no,1
30492,25,technician,married,university.degree,no,no,no,2
30493,36,technician,married,university.degree,no,no,yes,1
30501,30,unemployed,married,high.school,no,yes,no,1
30506,33,services,married,high.school,no,no,yes,1
30509,33,blue-collar,married,high.school,,yes,yes,1
30515,53,management,married,high.school,no,yes,no,1
30520,57,technician,married,university.degree,no,yes,no,1
30523,35,admin.,married,professional.course,no,yes,no,1
30533,41,admin.,single,high.school,no,yes,no,1
30534,35,services,married,high.school,no,no,no,1
30535,39,technician,married,professional.course,no,yes,no,1
30537,27,technician,single,university.degree,no,yes,no,1
30544,42,admin.,married,professional.course,no,yes,no,2
30548,39,blue-collar,married,basic.9y,no,no,yes,2
30563,39,blue-collar,single,basic.9y,no,yes,yes,1
30566,56,housemaid,married,high.school,no,yes,yes,1
30567,30,technician,single,professional.course,no,no,no,1
30569,39,admin.,married,high.school,no,,,2
30577,28,technician,single,high.school,no,yes,no,1
30580,32,self-employed,married,basic.6y,no,yes,no,1
30585,26,student,single,high.school,no,no,no,1
30592,59,retired,married,basic.4y,no,no,no,1
30594,44,technician,married,high.school,no,no,no,1
30595,50,blue-collar,married,basic.6y,no,yes,no,2
30609,42,services,married,high.school,no,yes,no,1
30612,43,admin.,married,high.school,no,yes,no,1
30614,57,entrepreneur,married,basic.9y,no,yes,no,1
30616,48,unemployed,married,professional.course,no,yes,yes,1
30620,29,admin.,married,university.degree,,yes,no,1
30621,44,self-employed,single,professional.course,no,yes,no,1
30622,37,technician,single,professional.course,no,yes,no,1
30626,51,unemployed,married,high.school,no,no,no,1
30628,44,self-employed,single,professional.course,no,no,no,1
30630,44,self-employed,married,high.school,no,no,yes,2
30638,50,self-employed,married,basic.9y,no,yes,yes,1
30642,59,,married,,no,yes,no,1
30644,60,admin.,married,university.degree,no,yes,no,1
30652,32,blue-collar,single,basic.4y,no,yes,no,1
30653,28,services,single,,no,no,no,1
30654,34,admin.,married,university.degree,no,yes,no,1
30660,48,services,married,basic.4y,no,no,no,1
30661,57,retired,married,basic.6y,no,no,no,1
30662,41,blue-collar,married,basic.9y,no,yes,no,1
30664,40,blue-collar,married,basic.9y,,no,no,2
30670,37,admin.,married,basic.9y,no,yes,no,1
30672,29,admin.,single,university.degree,no,no,no,1
30676,33,housemaid,married,basic.9y,,yes,no,1
30678,43,blue-collar,married,basic.4y,no,no,no,2
30679,42,blue-collar,married,basic.9y,no,no,no,1
30686,42,blue-collar,married,basic.9y,no,no,no,1
30687,32,blue-collar,married,basic.9y,no,yes,no,2
30688,35,blue-collar,married,basic.6y,,yes,no,1
30689,38,blue-collar,married,basic.9y,,yes,no,1
30701,41,admin.,married,high.school,no,yes,no,1
30703,33,admin.,married,high.school,,no,no,1
30707,41,blue-collar,married,basic.9y,no,yes,no,2
30708,47,services,married,high.school,,yes,no,1
30709,49,admin.,married,high.school,no,no,no,1
30710,41,blue-collar,married,basic.4y,no,yes,no,2
30716,38,entrepreneur,married,professional.course,no,no,yes,1
30721,49,admin.,married,high.school,no,yes,no,1
30724,49,blue-collar,married,professional.course,no,yes,yes,1
30726,51,admin.,married,basic.4y,,no,no,1
30730,49,blue-collar,married,professional.course,no,yes,yes,1
30735,35,technician,divorced,professional.course,no,no,no,1
30736,38,technician,married,university.degree,no,yes,no,1
30737,43,blue-collar,married,basic.6y,no,yes,no,1
30738,47,management,married,university.degree,no,no,no,1
30740,34,blue-collar,married,,no,yes,no,1
30742,35,blue-collar,single,high.school,no,yes,no,1
30744,34,blue-collar,married,high.school,no,yes,no,2
30746,29,student,single,high.school,,no,yes,1
30751,42,blue-collar,married,basic.9y,no,no,no,1
30754,44,services,married,high.school,no,yes,no,1
30762,41,management,single,basic.9y,no,no,no,1
30763,39,blue-collar,married,basic.6y,no,yes,no,2
30768,40,management,married,professional.course,no,,,1
30777,28,blue-collar,single,basic.9y,,no,no,1
30779,37,blue-collar,married,,no,yes,no,1
30783,43,blue-collar,married,basic.9y,,no,no,1
30792,44,blue-collar,married,basic.4y,,no,no,1
30794,30,blue-collar,single,basic.9y,no,no,yes,1
30796,46,blue-collar,married,high.school,no,no,no,1
30799,36,blue-collar,single,basic.6y,,yes,no,1
30800,36,blue-collar,single,basic.6y,,no,no,1
30801,36,admin.,divorced,high.school,no,yes,no,1
30804,44,entrepreneur,married,basic.4y,no,,,1
30808,44,entrepreneur,married,basic.4y,no,,,1
30823,28,services,single,,no,yes,no,1
30825,58,retired,married,high.school,,no,no,1
30828,47,entrepreneur,married,,,yes,no,1
30829,58,retired,married,high.school,,yes,no,1
30835,45,blue-collar,married,basic.4y,,yes,no,1
30836,35,technician,married,professional.course,no,yes,no,1
30843,49,blue-collar,married,basic.6y,,no,no,1
30845,36,admin.,single,high.school,no,yes,no,1
30847,37,management,single,university.degree,no,yes,no,1
30854,37,management,divorced,,no,yes,no,1
30855,52,blue-collar,married,basic.6y,no,yes,no,1
30857,53,admin.,single,high.school,no,yes,no,2
30859,33,admin.,married,high.school,no,yes,no,1
30863,37,management,single,university.degree,no,no,no,1
30866,50,blue-collar,married,basic.4y,no,no,no,1
30867,34,services,married,high.school,no,no,no,1
30869,58,services,divorced,high.school,,yes,no,2
30870,38,entrepreneur,married,basic.4y,no,no,no,1
30872,34,technician,single,professional.course,no,no,no,1
30873,38,entrepreneur,married,basic.4y,no,yes,no,1
30883,54,services,divorced,university.degree,no,yes,no,1
30892,51,services,divorced,high.school,,no,no,1
30894,36,blue-collar,married,basic.9y,no,no,no,1
30898,40,blue-collar,married,basic.6y,no,no,no,1
30901,29,admin.,single,university.degree,no,yes,yes,2
30902,31,services,married,high.school,no,no,yes,1
30903,29,admin.,single,university.degree,no,yes,no,1
30904,29,admin.,single,university.degree,no,no,no,1
30906,36,blue-collar,married,basic.4y,,no,no,1
30907,34,blue-collar,married,basic.6y,no,yes,no,1
30908,40,admin.,single,professional.course,no,yes,no,1
30911,39,retired,divorced,basic.4y,no,yes,yes,1
30913,31,admin.,married,high.school,no,yes,no,1
30914,36,technician,married,basic.9y,no,yes,yes,1
30915,39,blue-collar,married,basic.9y,no,yes,no,1
30918,36,entrepreneur,married,high.school,no,no,no,1
30919,36,entrepreneur,married,high.school,no,yes,no,1
30923,54,management,married,university.degree,no,yes,yes,1
30924,47,blue-collar,single,basic.4y,,no,no,1
30926,54,management,married,university.degree,no,yes,yes,2
30927,30,management,single,university.degree,no,yes,yes,1
30929,30,management,single,university.degree,no,no,yes,1
30937,31,blue-collar,married,basic.9y,no,no,yes,1
30938,33,admin.,married,basic.9y,no,yes,no,1
30946,41,blue-collar,married,basic.6y,no,yes,no,1
30947,34,admin.,married,university.degree,no,yes,no,1
30948,31,blue-collar,divorced,basic.9y,no,yes,no,1
30950,28,services,single,,no,yes,no,1
30952,34,services,,high.school,no,yes,yes,1
30953,58,blue-collar,single,basic.4y,,no,no,1
30954,46,management,divorced,professional.course,no,no,no,1
30960,38,blue-collar,divorced,high.school,no,yes,no,1
30964,36,technician,married,basic.9y,no,yes,no,1
30966,26,management,single,university.degree,no,no,no,1
30970,37,management,divorced,,no,yes,no,1
30973,49,entrepreneur,married,high.school,no,yes,yes,1
30976,26,student,single,high.school,,no,no,1
30977,33,blue-collar,married,basic.6y,,yes,no,1
30978,43,management,married,university.degree,,no,no,1
30986,34,admin.,married,university.degree,no,yes,no,1
30987,38,technician,divorced,professional.course,no,yes,yes,1
30988,31,blue-collar,married,basic.9y,no,yes,no,2
30989,35,services,married,basic.6y,,no,no,1
30990,43,blue-collar,divorced,basic.4y,no,,,1
30991,34,blue-collar,married,basic.4y,no,no,no,1
30995,34,blue-collar,married,basic.6y,no,no,no,1
30998,57,blue-collar,married,basic.4y,no,no,no,1
30999,39,admin.,single,professional.course,no,yes,no,1
31000,34,technician,married,professional.course,no,yes,no,1
31004,47,management,married,university.degree,no,yes,no,1
31005,35,blue-collar,divorced,basic.9y,no,yes,no,1
31029,46,technician,married,professional.course,no,yes,no,1
31030,49,admin.,married,high.school,no,no,no,1
31032,33,blue-collar,married,basic.9y,,yes,no,1
31033,40,services,married,high.school,no,no,no,1
31035,42,technician,divorced,basic.6y,no,yes,no,2
31040,53,admin.,married,university.degree,,no,no,1
31041,34,housemaid,married,high.school,,no,no,1
31044,31,admin.,married,,no,yes,no,1
31045,33,technician,married,professional.course,no,yes,no,1
31046,33,admin.,married,high.school,no,no,no,1
31050,36,blue-collar,married,basic.6y,,no,no,2
31053,52,management,divorced,university.degree,no,no,no,1
31057,48,blue-collar,married,basic.4y,,no,no,1
31060,33,management,married,university.degree,no,no,no,1
31063,51,admin.,divorced,professional.course,no,no,no,1
31065,47,blue-collar,married,high.school,no,no,no,1
31070,38,blue-collar,single,basic.4y,no,no,no,1
31072,34,admin.,single,high.school,no,yes,no,1
31074,35,services,single,high.school,no,yes,no,1
31075,31,blue-collar,married,high.school,no,yes,no,1
31077,29,admin.,single,university.degree,no,yes,no,1
31079,33,blue-collar,married,basic.9y,no,yes,no,1
31080,48,blue-collar,married,basic.6y,,yes,no,1
